,age,gender,q3,q4,q6,q7,q8,q9,q10,q14,q20,q21,q22,q24,q34,q35,q39,q41
996,50-54,Man,South Korea,Doctoral degree,20+ years,"[' R', ' C']",R,['RStudio '],['None'],"['Ggplot / ggplot2 ', 'Shiny ']",['Academics/Education'],50-249 employees,3-4,['Analyze and understand data to influence product or business decisions'], Tableau,,"['GitHub', 'Shiny']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
997,22-24,Man,Egypt,Some college/university study without earning a bachelor’s degree,< 1 years,['Python'],Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'Visual Studio Code (VSCode) ', ' Spyder', 'Jupyter Notebook']","['Kaggle Notebooks', 'IBM Watson Studio', 'Google Cloud Notebooks (AI Platform / Vertex AI)', 'Observable Notebooks']","[' Matplotlib ', 'Seaborn ']",['Other'],0-49 employees,0,[' Experimentation and iteration to improve existing ML models'], None,,['Kaggle'],['Other']
998,18-21,Man,India,Bachelor’s degree,1-3 years,"['Python', ' SQL', ' Java']",Python,"['PyCharm ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks']","[' Matplotlib ', 'Seaborn ']",['Accounting/Finance'],"10,000 or more employees",20+,[' Build and/or run a machine learning service that operationally improves my product or workflows'], None,,"['GitHub', 'Kaggle']","['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
999,25-29,Woman,Egypt,Bachelor’s degree,1-3 years,"['Python', ' Javascript']",Python,"['Visual Studio Code (VSCode) ', ' Spyder', 'Jupyter Notebook']","['Kaggle Notebooks', 'IBM Watson Studio']","[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ']",['Government/Public Service'],"1000-9,999 employees",3-4,[' None of these activities are an important part of my role at work']," Microsoft Power BI, Tableau",Microsoft Power BI,"['GitHub', 'Kaggle']",
1000,50-54,Prefer not to say,United States of America,Professional doctorate,10-20 years,"[' R', ' MATLAB']",Python,[' Sublime Text'],['None'],[' None'],['Academics/Education'],250-999 employees,3-4,['Analyze and understand data to influence product or business decisions'], None,,['Other'],['Other']
1001,30-34,Man,Kenya,Master’s degree,1-3 years,"['Python', ' R', ' SQL']",Python,"['RStudio ', 'Visual Studio Code (VSCode) ', 'PyCharm ', 'Jupyter Notebook']",['Colab Notebooks'],"[' Matplotlib ', 'Seaborn ', 'Ggplot / ggplot2 ']",['Government/Public Service'],"1000-9,999 employees",0,[' None of these activities are an important part of my role at work'],,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1002,25-29,Man,United States of America,Doctoral degree,1-3 years,"['Python', ' R']",Python,"['RStudio ', 'Jupyter Notebook']",['Kaggle Notebooks'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ']",['Academics/Education'],50-249 employees,5-9,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Do research that advances the state of the art of machine learning']", Tableau,,"['GitHub', 'Kaggle']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1003,40-44,Man,Ghana,Master’s degree,I have never written code,,,,[''],,['Other'],0-49 employees,3-4,"['Analyze and understand data to influence product or business decisions', ' Build and/or run a machine learning service that operationally improves my product or workflows']",,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1004,40-44,Woman,United States of America,Bachelor’s degree,< 1 years,"['Python', ' R', ' SQL']",SQL,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'RStudio ']",['Kaggle Notebooks'],['Ggplot / ggplot2 '],['Online Service/Internet-based Services'],0-49 employees,1-2,['Analyze and understand data to influence product or business decisions'], Tableau,,"['Personal blog', 'Kaggle']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1005,30-34,Woman,United States of America,Master’s degree,1-3 years,"['Python', ' SQL']",Python,"['PyCharm ', 'Jupyter Notebook']",['Kaggle Notebooks'],"[' Matplotlib ', 'Seaborn ', 'Bokeh ', 'Geoplotlib ']",['Government/Public Service'],0-49 employees,0,['Analyze and understand data to influence product or business decisions'], Tableau,,['GitHub'],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
1006,25-29,Man,China,Bachelor’s degree,1-3 years,[' SQL'],Python,['Jupyter Notebook'],['Other'],"[' Matplotlib ', 'Ggplot / ggplot2 ']",['Insurance/Risk Assessment'],50-249 employees,1-2,[' Other'], Tableau,,"['GitHub', 'Kaggle']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1007,35-39,Man,United States of America,Master’s degree,5-10 years,"['Python', ' R', ' SQL']",Python,"['RStudio ', 'PyCharm ', 'Jupyter Notebook']",['Other'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ']",['Broadcasting/Communications'],"10,000 or more employees",20+,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']",,,[''],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
1008,25-29,Man,Kenya,Bachelor’s degree,3-5 years,"['Python', ' SQL']",Python,"['Visual Studio ', 'Visual Studio Code (VSCode) ', 'PyCharm ', ' Sublime Text']",['Kaggle Notebooks'],[' Matplotlib '],['Computers/Technology'],0-49 employees,1-2,['Analyze and understand data to influence product or business decisions'], Qlik,,"['GitHub', 'Kaggle']","['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1009,40-44,Man,Argentina,I prefer not to answer,I have never written code,,,,[''],,['Shipping/Transportation'],50-249 employees,1-2,['Analyze and understand data to influence product or business decisions'],,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1010,25-29,Man,Mexico,Bachelor’s degree,1-3 years,"['Python', ' SQL', ' C++', ' Javascript', ' MATLAB']",SQL,['Visual Studio Code (VSCode) '],['None'],[' None'],['Computers/Technology'],0-49 employees,1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']", Tableau,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1011,22-24,Woman,Viet Nam,I prefer not to answer,1-3 years,"['Python', ' SQL']",SQL,"['Jupyter Notebook', ' Other']",['Colab Notebooks'],"[' Matplotlib ', 'Seaborn ']",['Accounting/Finance'],250-999 employees,3-4,['Analyze and understand data to influence product or business decisions'],,,[''],
1012,25-29,Woman,India,Bachelor’s degree,I have never written code,,,,[''],,['Medical/Pharmaceutical'],250-999 employees,3-4,[' None of these activities are an important part of my role at work'],,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1013,30-34,Man,India,Master’s degree,1-3 years,"['Python', ' R', ' SQL', ' MATLAB']",Python,"['Visual Studio Code (VSCode) ', ' Spyder']",['Amazon Sagemaker Studio Notebooks'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ']",['Accounting/Finance'],"1000-9,999 employees",20+,"['Analyze and understand data to influence product or business decisions', ' Build prototypes to explore applying machine learning to new areas', ' Build and/or run a machine learning service that operationally improves my product or workflows', ' Experimentation and iteration to improve existing ML models']", Tableau,,['I do not share my work publicly'],"['Advanced statistical software (SPSS', ' SAS', ' etc.)']"
1014,30-34,Man,United States of America,Master’s degree,5-10 years,"['Python', ' SQL']",SQL,"['PyCharm ', ' Notepad++', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks']",,,,,,,,[''],
1015,25-29,Man,Kenya,Master’s degree,1-3 years,"['Python', ' R']",R,"['RStudio ', 'PyCharm ']",['None'],"[' Matplotlib ', 'Ggplot / ggplot2 ', 'Shiny ']",['Government/Public Service'],50-249 employees,10-14,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']"," Microsoft Power BI, Tableau",Microsoft Power BI,"['GitHub', 'Kaggle']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1016,22-24,Man,Viet Nam,Bachelor’s degree,1-3 years,"['Python', ' SQL']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'PyCharm ', 'Jupyter Notebook']",['Colab Notebooks'],"[' Matplotlib ', 'Seaborn ']",['Computers/Technology'],50-249 employees,3-4,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']",,,[''],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
1017,45-49,Man,United States of America,Bachelor’s degree,5-10 years,"['Python', ' SQL', ' C', ' Javascript']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'Visual Studio Code (VSCode) ', ' Notepad++']","['Kaggle Notebooks', 'Colab Notebooks']","['Seaborn ', 'Plotly / Plotly Express ']",['Academics/Education'],250-999 employees,5-9,['Analyze and understand data to influence product or business decisions'], None,,['Kaggle'],
1018,25-29,Man,Indonesia,Bachelor’s degree,3-5 years,"[' R', ' SQL', ' Other']",Python,['RStudio '],"['Kaggle Notebooks', 'Other']","['Ggplot / ggplot2 ', 'Shiny ']",['Manufacturing/Fabrication'],"10,000 or more employees",5-9,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas']",,,[''],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1019,25-29,Woman,Colombia,Master’s degree,1-3 years,"['Python', ' SQL', ' Javascript']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'Visual Studio Code (VSCode) ', 'Jupyter Notebook']","['Amazon Sagemaker Studio Notebooks', 'Databricks Collaborative Notebooks']","[' Matplotlib ', 'Plotly / Plotly Express ']",['Non-profit/Service'],50-249 employees,3-4,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas', ' Build and/or run a machine learning service that operationally improves my product or workflows', ' Do research that advances the state of the art of machine learning']",,,[''],
1020,22-24,Man,India,Master’s degree,1-3 years,"['Python', ' R', ' SQL', ' C', ' C++', ' Java', ' MATLAB']",Python,,[''],,,,,,,,[''],
1021,30-34,Man,India,Master’s degree,< 1 years,[' None'],R,"['RStudio ', 'PyCharm ']",['None'],[' None'],['Retail/Sales'],0-49 employees,0,['Analyze and understand data to influence product or business decisions'],,,[''],
1022,22-24,Woman,India,Bachelor’s degree,I have never written code,,,,[''],,['Other'],0-49 employees,0,['Analyze and understand data to influence product or business decisions'],,,[''],['Other']
1023,30-34,Man,United States of America,Master’s degree,3-5 years,"['Python', ' SQL']",SQL,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'RStudio ', 'Visual Studio Code (VSCode) ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Databricks Collaborative Notebooks']","[' Matplotlib ', 'Seaborn ']",['Academics/Education'],"1000-9,999 employees",5-9,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas', ' Experimentation and iteration to improve existing ML models']", Tableau,,['I do not share my work publicly'],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
1024,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,1-3 years,"['Python', ' R']",Python,"['RStudio ', 'Visual Studio Code (VSCode) ', 'Jupyter Notebook']",['Kaggle Notebooks'],"[' Matplotlib ', 'Seaborn ', 'Ggplot / ggplot2 ']",['Medical/Pharmaceutical'],0-49 employees,10-14,"[' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Experimentation and iteration to improve existing ML models']",,,[''],
1025,25-29,Man,India,I prefer not to answer,1-3 years,"['Python', ' SQL']",Python,"['Visual Studio ', ' Notepad++', ' Sublime Text']",['None'],"[' Matplotlib ', 'Seaborn ']",['Retail/Sales'],0-49 employees,1-2,['Analyze and understand data to influence product or business decisions'],,,[''],
1026,40-44,Man,Philippines,Master’s degree,1-3 years,"['Python', ' SQL']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', ' Sublime Text']",['Colab Notebooks'],"['Seaborn ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ', 'Geoplotlib ', 'Leaflet / Folium ']",['Military/Security/Defense'],0-49 employees,3-4,['Analyze and understand data to influence product or business decisions'], Tableau,,['GitHub'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1027,22-24,Man,Nepal,Master’s degree,< 1 years,['Python'],Python,"[' Sublime Text', 'Jupyter Notebook']",['Kaggle Notebooks'],['Seaborn '],['Other'],"10,000 or more employees",20+,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']"," Microsoft Power BI, Other",Other,['GitHub'],"['Advanced statistical software (SPSS', ' SAS', ' etc.)']"
1028,30-34,Woman,Viet Nam,Master’s degree,5-10 years,"['Python', ' R', ' SQL']",R,"['RStudio ', 'Visual Studio Code (VSCode) ', 'Jupyter Notebook']","['Colab Notebooks', 'Databricks Collaborative Notebooks']","[' Matplotlib ', 'Seaborn ', 'Ggplot / ggplot2 ', 'D3 js ', 'Bokeh ']",['Computers/Technology'],"10,000 or more employees",1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run a machine learning service that operationally improves my product or workflows']"," Microsoft Power BI, Google Data Studio, Tableau, Qlik",Microsoft Power BI,"['Personal blog', 'Colab']",['Other']
1029,25-29,Man,India,Bachelor’s degree,1-3 years,"['Python', ' SQL']",Python,"['PyCharm ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks', 'Google Cloud Notebooks (AI Platform / Vertex AI)']","[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ']",['Computers/Technology'],"10,000 or more employees",0,['Analyze and understand data to influence product or business decisions'], Microsoft Power BI,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1030,25-29,Man,Netherlands,Master’s degree,3-5 years,"['Python', ' SQL']",Python,"[' Spyder', ' Other']",['Databricks Collaborative Notebooks'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ']",['Accounting/Finance'],"1000-9,999 employees",20+,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas']", Microsoft Power BI,,['I do not share my work publicly'],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
1031,30-34,Woman,Saudi Arabia,Doctoral degree,1-3 years,"['Python', ' SQL', ' C++', ' Java', ' MATLAB']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'Visual Studio ', 'MATLAB ', 'Jupyter Notebook']",['Colab Notebooks'],"[' Matplotlib ', 'Plotly / Plotly Express ', 'Leaflet / Folium ']",['Academics/Education'],"10,000 or more employees",15-19,[' Build prototypes to explore applying machine learning to new areas'],,,[''],"['Advanced statistical software (SPSS', ' SAS', ' etc.)']"
1032,22-24,Man,India,Master’s degree,1-3 years,"['Python', ' SQL', ' C++', ' Java', ' Swift']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'Visual Studio Code (VSCode) ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks', 'IBM Watson Studio', 'Amazon Sagemaker Studio Notebooks']","[' Matplotlib ', 'Seaborn ', 'Bokeh ', 'Geoplotlib ', 'Leaflet / Folium ']",['Medical/Pharmaceutical'],"1000-9,999 employees",20+,"['Analyze and understand data to influence product or business decisions', ' Experimentation and iteration to improve existing ML models']"," Microsoft Power BI, Tableau",Microsoft Power BI,"['GitHub', 'Colab']","['Cloud-based data software & APIs (AWS', ' GCP', ' Azure', ' etc.)']"
1033,25-29,Woman,United States of America,Master’s degree,1-3 years,"['Python', ' R', ' SQL']",Python,"['RStudio ', 'Visual Studio Code (VSCode) ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks']","[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ']",['Energy/Mining'],250-999 employees,10-14,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']", None,,"['GitHub', 'Personal blog']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1034,45-49,Man,Egypt,Bachelor’s degree,I have never written code,,,,[''],,['Manufacturing/Fabrication'],"1000-9,999 employees",10-14,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']",,,[''],
1035,40-44,Man,Egypt,Bachelor’s degree,5-10 years,"['Python', ' R', ' SQL']",SQL,"['RStudio ', 'Visual Studio ', 'PyCharm ']","['Kaggle Notebooks', 'Google Cloud Datalab']",[' None'],,,,,,,[''],
1036,25-29,Woman,Netherlands,Master’s degree,3-5 years,"['Python', ' SQL']",SQL,['Jupyter Notebook'],['Colab Notebooks'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ']",['Online Business/Internet-based Sales'],"10,000 or more employees",20+,"['Analyze and understand data to influence product or business decisions', ' Experimentation and iteration to improve existing ML models']", Google Data Studio,,['I do not share my work publicly'],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1037,50-54,Man,Mexico,Bachelor’s degree,5-10 years,"[' R', ' SQL']",R,"['RStudio ', 'Visual Studio ']",['None'],[' None'],['Accounting/Finance'],50-249 employees,5-9,,,,[''],
1038,40-44,Man,Belarus,Master’s degree,1-3 years,"['Python', ' R', ' SQL']",Python,"['RStudio ', 'Visual Studio Code (VSCode) ', 'Jupyter Notebook']",['None'],['Ggplot / ggplot2 '],['Computers/Technology'],0-49 employees,3-4,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']", Tableau,,['GitHub'],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
1039,35-39,Woman,United States of America,Bachelor’s degree,3-5 years,"['Python', ' SQL']",Python,['Jupyter Notebook'],['None'],"[' Matplotlib ', 'Seaborn ', 'Ggplot / ggplot2 ']",['Computers/Technology'],"10,000 or more employees",1-2,['Analyze and understand data to influence product or business decisions'], Tableau,,['GitHub'],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1040,22-24,Woman,Kenya,Bachelor’s degree,< 1 years,"['Python', ' R', ' SQL', ' C++', ' Java', ' Javascript', ' MATLAB']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'RStudio ', 'Visual Studio ', 'Visual Studio Code (VSCode) ', 'PyCharm ', ' Notepad++', 'MATLAB ', 'Jupyter Notebook']",['Azure Notebooks'],"[' Matplotlib ', 'Leaflet / Folium ']",['Computers/Technology'],0-49 employees,5-9,['Analyze and understand data to influence product or business decisions'], None,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1041,35-39,Man,Canada,Bachelor’s degree,3-5 years,[' SQL'],SQL,[' None'],['None'],[' None'],['Accounting/Finance'],"10,000 or more employees",20+,['Analyze and understand data to influence product or business decisions'],,,[''],
1042,18-21,Man,Nigeria,Some college/university study without earning a bachelor’s degree,< 1 years,[' Javascript'],Javascript,['Visual Studio Code (VSCode) '],['None'],[' None'],['Insurance/Risk Assessment'],50-249 employees,3-4,['Analyze and understand data to influence product or business decisions'], Tableau,,['Personal blog'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1043,45-49,Man,Russia,Doctoral degree,10-20 years,"['Python', ' R', ' C++', ' MATLAB']",Python,"['RStudio ', 'Visual Studio Code (VSCode) ', 'PyCharm ', 'MATLAB ']",['None'],"[' Matplotlib ', 'Seaborn ']",['Academics/Education'],0-49 employees,1-2,[' Do research that advances the state of the art of machine learning'], None,,['GitHub'],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1044,55-59,Man,Singapore,Master’s degree,20+ years,"['Python', ' R', ' Javascript', ' Other']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'RStudio ', 'Visual Studio Code (VSCode) ', 'Jupyter Notebook']",['None'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ', 'Shiny ']",['Academics/Education'],250-999 employees,1-2,['Analyze and understand data to influence product or business decisions'],,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1045,40-44,Man,Colombia,Master’s degree,< 1 years,['Python'],Python,['Jupyter Notebook'],['Colab Notebooks'],"[' Matplotlib ', 'D3 js ']",['Energy/Mining'],250-999 employees,5-9,"['Analyze and understand data to influence product or business decisions', ' Build prototypes to explore applying machine learning to new areas']", Google Data Studio,,['I do not share my work publicly'],
1046,35-39,Woman,United States of America,Master’s degree,5-10 years,"['Python', ' Other']",Python,"[' Notepad++', 'Jupyter Notebook', ' Other']",['None'],"[' Matplotlib ', 'Seaborn ', 'Ggplot / ggplot2 ', 'Bokeh ', 'Geoplotlib ']",['Academics/Education'],"1000-9,999 employees",5-9,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas', ' Build and/or run a machine learning service that operationally improves my product or workflows', ' Experimentation and iteration to improve existing ML models']"," Microsoft Power BI, Tableau, Salesforce",Microsoft Power BI,['I do not share my work publicly'],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
1047,40-44,Man,Sweden,Master’s degree,3-5 years,"['Python', ' R', ' SQL']",Python,"['RStudio ', 'Visual Studio ', 'Visual Studio Code (VSCode) ', ' Notepad++', 'Jupyter Notebook']","['Kaggle Notebooks', 'Zeppelin / Zepl Notebooks']","[' Matplotlib ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ', 'Shiny ']",['Manufacturing/Fabrication'],"10,000 or more employees",15-19,,,,[''],
1048,25-29,Man,Egypt,Bachelor’s degree,< 1 years,['Python'],Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ']",['Kaggle Notebooks'],['Plotly / Plotly Express '],,,,,,,[''],
1049,25-29,Man,India,Bachelor’s degree,< 1 years,"['Python', ' SQL']",SQL,['Jupyter Notebook'],['Kaggle Notebooks'],"[' Matplotlib ', 'Seaborn ']",['Academics/Education'],"1000-9,999 employees",20+,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']",,,[''],
1050,25-29,Man,Malaysia,Master’s degree,I have never written code,,,,[''],,['Medical/Pharmaceutical'],50-249 employees,5-9,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']",,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1051,55-59,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,20+ years,"['Python', ' R', ' SQL']",Python,"['RStudio ', 'Jupyter Notebook']",['Colab Notebooks'],"['Seaborn ', 'Ggplot / ggplot2 ']",['Medical/Pharmaceutical'],250-999 employees,5-9,[' None of these activities are an important part of my role at work'],,,[''],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1052,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,1-3 years,"['Python', ' SQL', ' Javascript']",Python,"['Visual Studio Code (VSCode) ', ' Spyder', ' Sublime Text', 'Jupyter Notebook']","['Colab Notebooks', 'Azure Notebooks', 'Databricks Collaborative Notebooks', 'Zeppelin / Zepl Notebooks']","['Seaborn ', 'Plotly / Plotly Express ', 'D3 js ', 'Bokeh ']",['Shipping/Transportation'],250-999 employees,3-4,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']", Microsoft Power BI,,"['GitHub', 'Colab']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1053,50-54,Man,Canada,Bachelor’s degree,10-20 years,"[' R', ' SQL']",SQL,"['RStudio ', ' Notepad++']",['None'],"['Plotly / Plotly Express ', 'Ggplot / ggplot2 ', 'Shiny ']",['Manufacturing/Fabrication'],"10,000 or more employees",20+,['Analyze and understand data to influence product or business decisions'], Microsoft Power BI,,['Personal blog'],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1054,30-34,Man,United States of America,Master’s degree,1-3 years,[' SQL'],Python,[' None'],['None'],[' None'],['Medical/Pharmaceutical'],"1000-9,999 employees",5-9,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']", Domo,,['I do not share my work publicly'],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
1055,30-34,Man,Russia,Master’s degree,1-3 years,"['Python', ' R', ' SQL']",R,"['RStudio ', 'Visual Studio Code (VSCode) ', ' Notepad++', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks', 'Other']","[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ', 'Shiny ']",['Retail/Sales'],"1000-9,999 employees",1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas']"," Microsoft Power BI, Google Data Studio, SAP Analytics Cloud ",SAP Analytics Cloud ,"['GitHub', 'Kaggle', 'Colab', 'Shiny']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1056,22-24,Man,India,Some college/university study without earning a bachelor’s degree,I have never written code,,,,[''],,['Marketing/CRM'],0-49 employees,0,[' Other'],,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
1057,25-29,Man,India,Master’s degree,5-10 years,"['Python', ' R', ' SQL', ' Java']",Python,"['RStudio ', 'Visual Studio Code (VSCode) ', 'PyCharm ', ' Notepad++', 'Jupyter Notebook', ' Other']","['Kaggle Notebooks', 'Colab Notebooks', 'Binder / JupyterHub', 'Google Cloud Notebooks (AI Platform / Vertex AI)', 'Google Cloud Datalab']","[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ']",['Insurance/Risk Assessment'],"10,000 or more employees",15-19,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build and/or run a machine learning service that operationally improves my product or workflows']"," Google Data Studio, Tableau, Tableau CRM",Tableau,"['Personal blog', 'Kaggle', 'Colab', 'Other']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
1058,25-29,Man,Argentina,Master’s degree,3-5 years,"['Python', ' SQL']",Python,"['Visual Studio Code (VSCode) ', 'Jupyter Notebook']","['Colab Notebooks', 'Deepnote Notebooks']","[' Matplotlib ', 'Seaborn ']",['Shipping/Transportation'],"10,000 or more employees",20+,['Analyze and understand data to influence product or business decisions']," Tableau, Tableau CRM",Tableau,"['GitHub', 'Colab']","['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
